Gene	UniProtID	Accession	Protein_Name	Terms(GO/InterPro)	Term_Description	Term_namespace/type
ribF	P57250	RIBF_BUCAI	Bifunctional riboflavin kinase/FMN adenylyltransferase	IPR023465	Riboflavin kinase domain superfamily	homologous_superfamily
ribF	P57250	RIBF_BUCAI	Bifunctional riboflavin kinase/FMN adenylyltransferase	IPR023468	Riboflavin kinase	family
nuoA	P57252	NUOA_BUCAI	NADH-quinone oxidoreductase subunit A	GO:0008137	NADH dehydrogenase (ubiquinone) activity	F
nuoA	P57252	NUOA_BUCAI	NADH-quinone oxidoreductase subunit A	GO:0016651	oxidoreductase activity, acting on NAD(P)H	F
nuoA	P57252	NUOA_BUCAI	NADH-quinone oxidoreductase subunit A	IPR000440	NADH:ubiquinone/plastoquinone oxidoreductase, chain 3	family
nuoA	P57252	NUOA_BUCAI	NADH-quinone oxidoreductase subunit A	IPR023043	NAD(P)H-quinone oxidoreductase subunit 3, bacterial/plastid	family
nuoA	P57252	NUOA_BUCAI	NADH-quinone oxidoreductase subunit A	IPR038430	NADH:ubiquinone oxidoreductase, subunit 3 superfamily	homologous_superfamily
nuoB	P57253	NUOB_BUCAI	NADH-quinone oxidoreductase subunit B	GO:0051536	iron-sulfur cluster binding	F
nuoB	P57253	NUOB_BUCAI	NADH-quinone oxidoreductase subunit B	GO:0008137	NADH dehydrogenase (ubiquinone) activity	F
nuoB	P57253	NUOB_BUCAI	NADH-quinone oxidoreductase subunit B	GO:0048038	quinone binding	F
nuoB	P57253	NUOB_BUCAI	NADH-quinone oxidoreductase subunit B	GO:0051539	4 iron, 4 sulfur cluster binding	F
nuoB	P57253	NUOB_BUCAI	NADH-quinone oxidoreductase subunit B	IPR006137	NADH:ubiquinone oxidoreductase-like, 20kDa subunit	domain
nuoB	P57253	NUOB_BUCAI	NADH-quinone oxidoreductase subunit B	IPR006138	NADH-ubiquinone oxidoreductase, 20 Kd subunit	family
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	GO:0016651	oxidoreductase activity, acting on NAD(P)H	F
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	GO:0050136	NADH dehydrogenase (quinone) activity	F
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	GO:0030964	NADH dehydrogenase complex	C
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	GO:0008137	NADH dehydrogenase (ubiquinone) activity	F
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	GO:0048038	quinone binding	F
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	GO:0051287	NAD binding	F
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	IPR001135	NADH-quinone oxidoreductase, subunit D	domain
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	IPR001268	NADH:ubiquinone oxidoreductase, 30kDa subunit	domain
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	IPR010218	NADH dehydrogenase, subunit C	family
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	IPR014029	NADH:ubiquinone oxidoreductase, 49kDa subunit, conserved site	conserved_site
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	IPR022885	NAD(P)H-quinone oxidoreductase subunit D/H	family
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	IPR023062	NADH dehydrogenase, subunit CD	family
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	IPR029014	[NiFe]-hydrogenase, large subunit	homologous_superfamily
nuoC	P57254	NUOCD_BUCAI	NADH-quinone oxidoreductase subunit C/D	IPR037232	NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily	homologous_superfamily
nuoE	P57255	NUOE_BUCAI	NADH-quinone oxidoreductase subunit E	GO:0016491	oxidoreductase activity	F
nuoE	P57255	NUOE_BUCAI	NADH-quinone oxidoreductase subunit E	IPR002023	NADH-quinone oxidoreductase subunit E-like	family
nuoE	P57255	NUOE_BUCAI	NADH-quinone oxidoreductase subunit E	IPR036249	Thioredoxin-like superfamily	homologous_superfamily
nuoE	P57255	NUOE_BUCAI	NADH-quinone oxidoreductase subunit E	IPR041921	NADH-quinone oxidoreductase subunit E, N-terminal	homologous_superfamily
nuoE	P57255	NUOE_BUCAI	NADH-quinone oxidoreductase subunit E	IPR042128	NuoE domain	domain
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	GO:0051539	4 iron, 4 sulfur cluster binding	F
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	GO:0010181	FMN binding	F
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	GO:0051287	NAD binding	F
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	GO:0008137	NADH dehydrogenase (ubiquinone) activity	F
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	IPR001949	NADH:ubiquinone oxidoreductase, 51kDa subunit, conserved site	conserved_site
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	IPR011537	NADH ubiquinone oxidoreductase, F subunit	family
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	IPR011538	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain	domain
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	IPR019575	NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain	domain
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	IPR037207	NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain superfamily	homologous_superfamily
nuoF	P57256	NUOF_BUCAI	NADH-quinone oxidoreductase subunit F	IPR037225	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain superfamily	homologous_superfamily
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	GO:0051536	iron-sulfur cluster binding	F
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	GO:0016491	oxidoreductase activity	F
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	GO:0016651	oxidoreductase activity, acting on NAD(P)H	F
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	GO:0008137	NADH dehydrogenase (ubiquinone) activity	F
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	GO:0042773	ATP synthesis coupled electron transport	P
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	GO:0016020	membrane	C
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	IPR000283	NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site	conserved_site
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain	domain
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	IPR006656	Molybdopterin oxidoreductase	domain
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	IPR006963	Molybdopterin oxidoreductase, 4Fe-4S domain	domain
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	IPR010228	NADH:ubiquinone oxidoreductase, subunit G	family
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	IPR019574	NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding	domain
nuoG	P57257	NUOG_BUCAI	NADH-quinone oxidoreductase subunit G	IPR036010	2Fe-2S ferredoxin-like superfamily	homologous_superfamily
nuoH	P57258	NUOH_BUCAI	NADH-quinone oxidoreductase subunit H	GO:0016020	membrane	C
nuoH	P57258	NUOH_BUCAI	NADH-quinone oxidoreductase subunit H	IPR001694	NADH:ubiquinone oxidoreductase, subunit 1/F420H2 oxidoreductase subunit H	family
nuoH	P57258	NUOH_BUCAI	NADH-quinone oxidoreductase subunit H	IPR018086	NADH:ubiquinone oxidoreductase, subunit 1, conserved site	conserved_site
nuoI	P57259	NUOI_BUCAI	NADH-quinone oxidoreductase subunit I	GO:0016651	oxidoreductase activity, acting on NAD(P)H	F
nuoI	P57259	NUOI_BUCAI	NADH-quinone oxidoreductase subunit I	GO:0051539	4 iron, 4 sulfur cluster binding	F
nuoI	P57259	NUOI_BUCAI	NADH-quinone oxidoreductase subunit I	GO:0016020	membrane	C
nuoI	P57259	NUOI_BUCAI	NADH-quinone oxidoreductase subunit I	IPR010226	NADH-quinone oxidoreductase, chain I	family
nuoI	P57259	NUOI_BUCAI	NADH-quinone oxidoreductase subunit I	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	domain
nuoI	P57259	NUOI_BUCAI	NADH-quinone oxidoreductase subunit I	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	conserved_site
nuoK	P57261	NUOK_BUCAI	NADH-quinone oxidoreductase subunit K	GO:0016651	oxidoreductase activity, acting on NAD(P)H	F
nuoK	P57261	NUOK_BUCAI	NADH-quinone oxidoreductase subunit K	GO:0042773	ATP synthesis coupled electron transport	P
nuoK	P57261	NUOK_BUCAI	NADH-quinone oxidoreductase subunit K	IPR001133	NADH-ubiquinone oxidoreductase chain 4L/K	family
nuoK	P57261	NUOK_BUCAI	NADH-quinone oxidoreductase subunit K	IPR039428	NADH-ubiquinone oxidoreductase chain 4L/Mnh complex subunit C1-like	family
nuoL	P57262	NUOL_BUCAI	NADH-quinone oxidoreductase subunit L	GO:0008137	NADH dehydrogenase (ubiquinone) activity	F
nuoL	P57262	NUOL_BUCAI	NADH-quinone oxidoreductase subunit L	GO:0042773	ATP synthesis coupled electron transport	P
nuoL	P57262	NUOL_BUCAI	NADH-quinone oxidoreductase subunit L	IPR001516	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal	domain
nuoL	P57262	NUOL_BUCAI	NADH-quinone oxidoreductase subunit L	IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit	domain
nuoL	P57262	NUOL_BUCAI	NADH-quinone oxidoreductase subunit L	IPR003945	NADH-quinone oxidoreductase, chain 5-like	family
nuoL	P57262	NUOL_BUCAI	NADH-quinone oxidoreductase subunit L	IPR018393	NADH-plastoquinone oxidoreductase, chain 5 subgroup	family
nuoM	P57263	NUOM_BUCAI	NADH-quinone oxidoreductase subunit M	GO:0008137	NADH dehydrogenase (ubiquinone) activity	F
nuoM	P57263	NUOM_BUCAI	NADH-quinone oxidoreductase subunit M	GO:0042773	ATP synthesis coupled electron transport	P
nuoM	P57263	NUOM_BUCAI	NADH-quinone oxidoreductase subunit M	IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit	domain
nuoM	P57263	NUOM_BUCAI	NADH-quinone oxidoreductase subunit M	IPR003918	NADH:ubiquinone oxidoreductase	family
nuoM	P57263	NUOM_BUCAI	NADH-quinone oxidoreductase subunit M	IPR010227	NADH-quinone oxidoreductase, chain M/4	family
nuoN	P57264	NUON_BUCAI	NADH-quinone oxidoreductase subunit N	GO:0008137	NADH dehydrogenase (ubiquinone) activity	F
nuoN	P57264	NUON_BUCAI	NADH-quinone oxidoreductase subunit N	GO:0042773	ATP synthesis coupled electron transport	P
nuoN	P57264	NUON_BUCAI	NADH-quinone oxidoreductase subunit N	IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit	domain
nuoN	P57264	NUON_BUCAI	NADH-quinone oxidoreductase subunit N	IPR010096	NAD(P)H-quinone oxidoreductase, subunit N/subunit 2	family
ispE	P57267	ISPE_BUCAI	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	GO:0050515	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	F
ispE	P57267	ISPE_BUCAI	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	GO:0016114	terpenoid biosynthetic process	P
ispE	P57267	ISPE_BUCAI	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	GO:0005524	ATP binding	F
ispE	P57267	ISPE_BUCAI	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	IPR004424	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	family
ispE	P57267	ISPE_BUCAI	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	IPR006204	GHMP kinase N-terminal domain	domain
ispE	P57267	ISPE_BUCAI	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	IPR013750	GHMP kinase, C-terminal domain	domain
ispE	P57267	ISPE_BUCAI	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	IPR014721	Small ribosomal subunit protein uS5 domain 2-type fold, subgroup	homologous_superfamily
ispE	P57267	ISPE_BUCAI	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	IPR020568	Ribosomal protein uS5 domain 2-type superfamily	homologous_superfamily
ispE	P57267	ISPE_BUCAI	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	IPR036554	GHMP kinase, C-terminal domain superfamily	homologous_superfamily
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	GO:0008168	methyltransferase activity	F
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	GO:0008276	protein methyltransferase activity	F
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	GO:0006479	protein methylation	P
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	GO:0003676	nucleic acid binding	F
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	GO:0032259	methylation	P
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	IPR002052	DNA methylase, N-6 adenine-specific, conserved site	conserved_site
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	IPR004556	Methyltransferase HemK-like	family
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	IPR007848	Methyltransferase small domain	domain
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	IPR019874	Protein-(glutamine-N5) methyltransferase, release factor-specific	family
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	homologous_superfamily
prmC	P57269	PRMC_BUCAI	Release factor glutamine methyltransferase	IPR040758	Release factor glutamine methyltransferase, N-terminal domain	domain
nadE	P57271	NADE_BUCAI	NH(3)-dependent NAD(+) synthetase	GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	F
nadE	P57271	NADE_BUCAI	NH(3)-dependent NAD(+) synthetase	GO:0004359	glutaminase activity	F
nadE	P57271	NADE_BUCAI	NH(3)-dependent NAD(+) synthetase	GO:0009435	NAD biosynthetic process	P
nadE	P57271	NADE_BUCAI	NH(3)-dependent NAD(+) synthetase	GO:0005737	cytoplasm	C
nadE	P57271	NADE_BUCAI	NH(3)-dependent NAD(+) synthetase	GO:0008795	NAD+ synthase activity	F
nadE	P57271	NADE_BUCAI	NH(3)-dependent NAD(+) synthetase	IPR003694	NAD(+) synthetase	family
nadE	P57271	NADE_BUCAI	NH(3)-dependent NAD(+) synthetase	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	homologous_superfamily
nadE	P57271	NADE_BUCAI	NH(3)-dependent NAD(+) synthetase	IPR022310	NAD/GMP synthase	domain
nadE	P57271	NADE_BUCAI	NH(3)-dependent NAD(+) synthetase	IPR022926	NH(3)-dependent NAD(+) synthetase	family
ackA	P57272	ACKA_BUCAI	Acetate kinase	GO:0016301	kinase activity	F
ackA	P57272	ACKA_BUCAI	Acetate kinase	GO:0016774	phosphotransferase activity, carboxyl group as acceptor	F
ackA	P57272	ACKA_BUCAI	Acetate kinase	GO:0016310	phosphorylation	P
ackA	P57272	ACKA_BUCAI	Acetate kinase	GO:0006082	organic acid metabolic process	P
ackA	P57272	ACKA_BUCAI	Acetate kinase	IPR000890	Aliphatic acid kinase, short-chain	family
ackA	P57272	ACKA_BUCAI	Acetate kinase	IPR004372	Acetate/propionate kinase	family
ackA	P57272	ACKA_BUCAI	Acetate kinase	IPR023865	Aliphatic acid kinase, short-chain, conserved site	conserved_site
ackA	P57272	ACKA_BUCAI	Acetate kinase	IPR043129	ATPase, nucleotide binding domain	homologous_superfamily
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	GO:0008959	phosphate acetyltransferase activity	F
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	GO:0016407	acetyltransferase activity	F
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	GO:0016746	acyltransferase activity	F
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	IPR002505	Phosphate acetyl/butaryl transferase	domain
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	IPR004614	Phosphate acetyltransferase	domain
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	IPR010766	DRTGG	domain
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	IPR016475	Phosphate acetyltransferase, bacteria	family
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	IPR028979	HPr(Ser) kinase/phosphorylase-like, N-terminal domain superfamily	homologous_superfamily
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	IPR042112	Phosphate acetyltransferase, domain 2	homologous_superfamily
pta	P57273	PTA_BUCAI	Phosphate acetyltransferase	IPR042113	Phosphate acetyltransferase, domain 1	homologous_superfamily
nrdB	P57275	RIR2_BUCAI	Ribonucleoside-diphosphate reductase subunit beta	GO:0009263	deoxyribonucleotide biosynthetic process	P
nrdB	P57275	RIR2_BUCAI	Ribonucleoside-diphosphate reductase subunit beta	GO:0016491	oxidoreductase activity	F
nrdB	P57275	RIR2_BUCAI	Ribonucleoside-diphosphate reductase subunit beta	IPR000358	Ribonucleotide reductase small subunit family	family
nrdB	P57275	RIR2_BUCAI	Ribonucleoside-diphosphate reductase subunit beta	IPR009078	Ferritin-like superfamily	homologous_superfamily
nrdB	P57275	RIR2_BUCAI	Ribonucleoside-diphosphate reductase subunit beta	IPR012348	Ribonucleotide reductase-like	homologous_superfamily
nrdB	P57275	RIR2_BUCAI	Ribonucleoside-diphosphate reductase subunit beta	IPR030475	Ribonucleotide reductase small subunit, acitve site	active_site
nrdB	P57275	RIR2_BUCAI	Ribonucleoside-diphosphate reductase subunit beta	IPR033909	Ribonucleotide reductase small subunit	family
nrdA	P57276	RIR1_BUCAI	Ribonucleoside-diphosphate reductase subunit alpha	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	F
nrdA	P57276	RIR1_BUCAI	Ribonucleoside-diphosphate reductase subunit alpha	GO:0005524	ATP binding	F
nrdA	P57276	RIR1_BUCAI	Ribonucleoside-diphosphate reductase subunit alpha	GO:0006260	DNA replication	P
nrdA	P57276	RIR1_BUCAI	Ribonucleoside-diphosphate reductase subunit alpha	IPR000788	Ribonucleotide reductase large subunit, C-terminal	domain
nrdA	P57276	RIR1_BUCAI	Ribonucleoside-diphosphate reductase subunit alpha	IPR005144	ATP-cone domain	domain
nrdA	P57276	RIR1_BUCAI	Ribonucleoside-diphosphate reductase subunit alpha	IPR008926	Ribonucleotide reductase R1 subunit, N-terminal	homologous_superfamily
nrdA	P57276	RIR1_BUCAI	Ribonucleoside-diphosphate reductase subunit alpha	IPR013346	Ribonucleotide reductase, class I, alpha subunit, C-terminal	domain
nrdA	P57276	RIR1_BUCAI	Ribonucleoside-diphosphate reductase subunit alpha	IPR013509	Ribonucleotide reductase large subunit, N-terminal	domain
nrdA	P57276	RIR1_BUCAI	Ribonucleoside-diphosphate reductase subunit alpha	IPR039718	Ribonucleoside-diphosphate reductase large subunit	family
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	GO:0003677	DNA binding	F
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	F
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	GO:0005524	ATP binding	F
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	GO:0006265	DNA topological change	P
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	GO:0003916	DNA topoisomerase activity	F
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	GO:0006259	DNA metabolic process	P
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	GO:0005694	chromosome	C
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	IPR002205	DNA topoisomerase, type IIA, domain A	domain
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	IPR005743	DNA gyrase, subunit A	family
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	IPR006691	DNA gyrase/topoisomerase IV, subunit A, C-terminal repeat	repeat
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	IPR013757	DNA topoisomerase, type IIA, alpha-helical domain superfamily	homologous_superfamily
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	IPR013758	DNA topoisomerase, type IIA, domain A, alpha-beta	homologous_superfamily
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	IPR013760	DNA topoisomerase, type IIA-like domain superfamily	homologous_superfamily
gyrA	P57277	GYRA_BUCAI	DNA gyrase subunit A	IPR035516	DNA gyrase/topoisomerase IV, subunit A, C-terminal	homologous_superfamily
BU182	P57279	AHPC_BUCAI	Alkyl hydroperoxide reductase C	GO:0016209	antioxidant activity	F
BU182	P57279	AHPC_BUCAI	Alkyl hydroperoxide reductase C	GO:0016491	oxidoreductase activity	F
BU182	P57279	AHPC_BUCAI	Alkyl hydroperoxide reductase C	GO:0051920	peroxiredoxin activity	F
BU182	P57279	AHPC_BUCAI	Alkyl hydroperoxide reductase C	IPR000866	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	domain
BU182	P57279	AHPC_BUCAI	Alkyl hydroperoxide reductase C	IPR013766	Thioredoxin domain	domain
BU182	P57279	AHPC_BUCAI	Alkyl hydroperoxide reductase C	IPR019479	Peroxiredoxin, C-terminal	domain
BU182	P57279	AHPC_BUCAI	Alkyl hydroperoxide reductase C	IPR024706	Peroxiredoxin, AhpC-type	family
BU182	P57279	AHPC_BUCAI	Alkyl hydroperoxide reductase C	IPR036249	Thioredoxin-like superfamily	homologous_superfamily
nadK	P57282	NADK_BUCAI	NAD kinase	GO:0003951	NAD+ kinase activity	F
nadK	P57282	NADK_BUCAI	NAD kinase	GO:0006741	NADP biosynthetic process	P
nadK	P57282	NADK_BUCAI	NAD kinase	GO:0019674	NAD metabolic process	P
nadK	P57282	NADK_BUCAI	NAD kinase	IPR002504	NAD kinase	family
nadK	P57282	NADK_BUCAI	NAD kinase	IPR016064	NAD kinase/diacylglycerol kinase-like domain superfamily	homologous_superfamily
nadK	P57282	NADK_BUCAI	NAD kinase	IPR017437	ATP-NAD kinase, PpnK-type, C-terminal	homologous_superfamily
nadK	P57282	NADK_BUCAI	NAD kinase	IPR017438	Inorganic polyphosphate/ATP-NAD kinase, N-terminal	homologous_superfamily
rnt	P57285	RNT_BUCAI	Ribonuclease T	GO:0003676	nucleic acid binding	F
rnt	P57285	RNT_BUCAI	Ribonuclease T	GO:0004540	RNA nuclease activity	F
rnt	P57285	RNT_BUCAI	Ribonuclease T	GO:0006396	RNA processing	P
rnt	P57285	RNT_BUCAI	Ribonuclease T	IPR005987	Ribonuclease T	family
rnt	P57285	RNT_BUCAI	Ribonuclease T	IPR012337	Ribonuclease H-like superfamily	homologous_superfamily
